V_V,I_A,invV_1_per_V,ln_I_over_V2
0.2,1e-18,5.0,-38.22765584902462
0.21453634085213033,1e-18,4.661214953271028,-38.36797940640849
0.22907268170426065,1e-18,4.365426695842451,-38.4990997970333
0.243609022556391,1e-18,4.104938271604938,-38.62215026304588
0.2581453634085213,1e-18,3.8737864077669903,-38.73806681657236
0.27268170426065164,1e-18,3.6672794117647056,-38.84763150895678
0.28721804511278193,1e-18,3.4816753926701574,-38.95150444867437
0.3017543859649123,1e-18,3.313953488372093,-39.050247905862534
0.3162907268170426,1e-18,3.161648177496038,-39.14434474032732
0.3308270676691729,1e-18,3.022727272727273,-39.23421268528583
0.34536340852130326,1e-18,2.8955007256894048,-39.32021555727221
0.3598997493734336,1e-18,2.778551532033426,-39.40267215334134
0.3744360902255639,1e-18,2.6706827309236947,-39.48186338551053
0.3889724310776942,1e-18,2.570876288659794,-39.558038055611334
0.4035087719298246,1e-18,2.4782608695652173,-39.63141757008202
0.4180451127819549,1e-18,2.392086330935252,-39.70219981996239
0.4325814536340852,1e-18,2.3117033603708,-39.77056239741175
0.4471177944862155,1e-18,2.236547085201794,-39.836665280404915
0.4616541353383459,1e-18,2.1661237785016287,-39.90065308775551
0.47619047619047616,1e-18,2.1,-39.96265698443407
0.4907268170426065,1e-18,2.03779366700715,-40.02279630030591
0.5052631578947369,1e-18,1.9791666666666665,-40.08117991250752
0.5197994987468672,1e-18,1.9238187078109934,-40.13790743170395
0.5343358395989974,1e-18,1.8714821763602254,-40.19307022469647
0.5488721804511278,1e-18,1.821917808219178,-40.2467522997461
0.5634085213032581,1e-18,1.7749110320284698,-40.29903107615217
0.5779448621553884,1e-18,1.730268863833478,-40.34997805578301
0.5924812030075188,1e-18,1.6878172588832487,-40.399659411176984
0.6070175438596491,1e-18,1.6473988439306357,-40.448136502351076
0.6215538847117794,1e-18,1.6088709677419355,-40.49546633244306
0.6360902255639098,1e-18,1.5721040189125295,-40.54170195067367
0.65062656641604,1e-18,1.5369799691833592,-40.58689280977296
0.6651629072681704,1e-18,1.503391107761869,-40.631085083909305
0.6796992481203008,1e-18,1.4712389380530972,-40.67432195224558
0.694235588972431,1e-18,1.4404332129963902,-40.71664385248777
0.7087719298245614,1e-18,1.410891089108911,-40.75808870815793
0.7233082706766918,1e-18,1.3825363825363823,-40.79869213279264
0.737844611528822,1e-18,1.3552989130434785,-40.83848761382254
0.7523809523809524,1e-18,1.3291139240506329,-40.877506678511814
0.7669172932330828,1e-18,1.3039215686274508,-40.91577904401785
0.781453634085213,1e-18,1.279666452854394,-40.95333275336045
0.7959899749373434,1e-18,1.2562972292191437,-40.99019429885905
0.8105263157894735,1e-18,1.233766233766234,-41.026388734399106
0.8250626566416039,1e-18,1.2120291616038883,-41.061939777718926
0.8395989974937343,1e-18,1.191044776119403,-41.09686990376323
0.8541353383458645,1e-18,1.1707746478873242,-41.13120043002341
0.8686716791979949,1e-18,1.1511829197922678,-41.164951594676104
0.8832080200501253,1e-18,1.1322360953461974,-41.19814262823714
0.8977443609022555,1e-18,1.1139028475711894,-41.23079181936632
0.9122807017543859,1e-18,1.0961538461538463,-41.262916575386576
0.9268170426065163,1e-18,1.0789616008653327,-41.29453347801914
0.9413533834586465,1e-18,1.062300319488818,-41.32565833478131
0.9558897243107769,1e-18,1.0461457787100157,-41.35630622644573
0.9704260651629073,1e-18,1.03047520661157,-41.38649155091794
0.9849624060150375,1e-18,1.015267175572519,-41.41622806385162
0.9994987468671679,1e-18,1.0005015045135406,-41.44552891628846
1.0140350877192983,1e-18,0.986159169550173,-41.474406689580384
1.0285714285714285,1e-18,0.9722222222222223,-41.502873427826216
1.0431077694235589,1e-18,0.9586737145603076,-41.53094066803216
1.0576441102756893,1e-18,0.9454976303317535,-41.55861946818512
1.0721804511278195,1e-18,0.932678821879383,-41.585920433409704
1.0867167919799499,1e-18,0.9202029520295203,-41.61285374036397
1.10125313283208,1e-18,0.9080564406008195,-41.63942916001411
1.1157894736842104,1e-18,0.8962264150943396,-41.66565607891587
1.1303258145363408,1e-18,0.8847006651884701,-41.69154351911845
1.144862155388471,1e-18,0.8734676007005255,-41.7171001567967
1.1593984962406014,1.1610332780300027e-18,0.8625162127107653,-41.5930239741556
1.1739348370927318,1.5546252313498666e-18,0.8518360375747225,-41.32601959575452
1.188471177944862,2.0674592575430343e-18,0.8414171235765501,-41.06554674580022
1.2030075187969924,2.7313947919580423e-18,0.83125,-40.81136865638646
1.2175438596491226,3.5856616098273735e-18,0.8213256484149858,-40.56325986676111
1.232080200501253,4.678296459070602e-18,0.8116354759967455,-40.3210055563051
1.2466165413533834,6.067805324610136e-18,0.8021712907117009,-40.084400924178986
1.2611528822055136,7.82507748813456e-18,0.792925278219396,-39.85325061187137
1.275689223057644,1.0035579294505846e-17,0.7838899803536347,-39.62736816522733
1.2902255639097744,1.280185725841748e-17,0.7750582750582751,-39.40657553284334
1.3047619047619046,1.6246381827937015e-17,0.7664233576642336,-39.190702597992306
1.319298245614035,2.05147647506804e-17,0.7579787234042554,-38.97958674149285
1.3338345864661654,2.5779384549215552e-17,0.7497181510710259,-38.77307243316211
1.3483709273182956,3.2243456090878936e-17,0.7416356877323421,-38.57101084969502
1.362907268170426,4.0145581620003316e-17,0.7337256344244208,-38.37325951699699
1.3774436090225564,4.976482189474727e-17,0.7259825327510917,-38.17968197516376
1.3919799498746865,6.142632722422287e-17,0.7184011523226504,-37.990147464452726
1.406516290726817,7.550756922326026e-17,0.710976478973628,-37.804530630727164
1.4210526315789471,9.244521498176511e-17,0.7037037037037038,-37.62271124897906
1.4355889724310775,1.127426860741666e-16,0.6965782122905029,-37.444573963649034
1.450125313283208,1.3697844540397754e-16,0.6895955755271345,-37.270008044564825
1.464661654135338,1.6581505528235075e-16,0.6827515400410679,-37.09890715741316
1.4791979949874685,2.0000905037224856e-16,0.6760420196543545,-36.93116914774533
