V,I
0.2,1e-18
0.21453634085213033,1e-18
0.22907268170426065,1e-18
0.243609022556391,1e-18
0.2581453634085213,1e-18
0.27268170426065164,1e-18
0.28721804511278193,1e-18
0.3017543859649123,1e-18
0.3162907268170426,1e-18
0.3308270676691729,1e-18
0.34536340852130326,1e-18
0.3598997493734336,1e-18
0.3744360902255639,1e-18
0.3889724310776942,1e-18
0.4035087719298246,1e-18
0.4180451127819549,1e-18
0.4325814536340852,1e-18
0.4471177944862155,1e-18
0.4616541353383459,1e-18
0.47619047619047616,1e-18
0.4907268170426065,1e-18
0.5052631578947369,1e-18
0.5197994987468672,1e-18
0.5343358395989974,1e-18
0.5488721804511278,1e-18
0.5634085213032581,1e-18
0.5779448621553884,1e-18
0.5924812030075188,1e-18
0.6070175438596491,1e-18
0.6215538847117794,1e-18
0.6360902255639098,1e-18
0.65062656641604,1e-18
0.6651629072681704,1e-18
0.6796992481203008,1e-18
0.694235588972431,1e-18
0.7087719298245614,1e-18
0.7233082706766918,1e-18
0.737844611528822,1e-18
0.7523809523809524,1e-18
0.7669172932330828,1e-18
0.781453634085213,1e-18
0.7959899749373434,1e-18
0.8105263157894735,1e-18
0.8250626566416039,1e-18
0.8395989974937343,1e-18
0.8541353383458645,1e-18
0.8686716791979949,1e-18
0.8832080200501253,1e-18
0.8977443609022555,1e-18
0.9122807017543859,1e-18
0.9268170426065163,1e-18
0.9413533834586465,1e-18
0.9558897243107769,1e-18
0.9704260651629073,1e-18
0.9849624060150375,1e-18
0.9994987468671679,1e-18
1.0140350877192983,1e-18
1.0285714285714285,1e-18
1.0431077694235589,1e-18
1.0576441102756893,1e-18
1.0721804511278195,1e-18
1.0867167919799499,1e-18
1.10125313283208,1e-18
1.1157894736842104,1e-18
1.1303258145363408,1e-18
1.144862155388471,1e-18
1.1593984962406014,1.1610332780300027e-18
1.1739348370927318,1.5546252313498666e-18
1.188471177944862,2.0674592575430343e-18
1.2030075187969924,2.7313947919580423e-18
1.2175438596491226,3.5856616098273735e-18
1.232080200501253,4.678296459070602e-18
1.2466165413533834,6.067805324610136e-18
1.2611528822055136,7.82507748813456e-18
1.275689223057644,1.0035579294505846e-17
1.2902255639097744,1.280185725841748e-17
1.3047619047619046,1.6246381827937015e-17
1.319298245614035,2.05147647506804e-17
1.3338345864661654,2.5779384549215552e-17
1.3483709273182956,3.2243456090878936e-17
1.362907268170426,4.0145581620003316e-17
1.3774436090225564,4.976482189474727e-17
1.3919799498746865,6.142632722422287e-17
1.406516290726817,7.550756922326026e-17
1.4210526315789471,9.244521498176511e-17
1.4355889724310775,1.127426860741666e-16
1.450125313283208,1.3697844540397754e-16
1.464661654135338,1.6581505528235075e-16
1.4791979949874685,2.0000905037224856e-16
1.493734335839599,2.4042166918731886e-16
1.508270676691729,2.8803048771391534e-16
1.5228070175438595,3.439419984243155e-16
1.53734335839599,4.094051774687683e-16
1.55187969924812,4.858260821743939e-16
1.5664160401002505,5.747835201423222e-16
1.5809523809523809,6.780458302238221e-16
1.595488721804511,7.975888144760875e-16
1.6100250626566415,9.356148588537152e-16
1.6245614035087719,1.0945732788892067e-15
1.639097744360902,1.2771819249620038e-15
1.6536340852130325,1.4864500799582116e-15
1.6681704260651626,1.725702680191023e-15
1.682706766917293,1.9986058883938633e-15
1.6972431077694234,2.3091940454236365e-15
1.7117794486215536,2.6618980250309727e-15
1.726315789473684,3.061575013677148e-15
1.7408521303258144,3.5135397349150077e-15
1.7553884711779446,4.0235971353138734e-15
1.769924812030075,4.598076546306914e-15
1.7844611528822054,5.243867333684581e-15
1.7989974937343356,5.968456043760777e-15
1.813533834586466,6.779965052509051e-15
1.8280701754385964,7.687192721215566e-15
1.8426065162907266,8.699655059434395e-15
1.857142857142857,9.827628893267446e-15
1.8716791979949874,1.1082196534237397e-14
1.8862155388471176,1.2475291941285576e-14
1.900751879699248,1.4019748365717558e-14
1.9152882205513784,1.572934746624378e-14
1.9298245614035086,1.7618869878633172e-14
1.944360902255639,1.9704147221916732e-14
1.9588972431077691,2.2002115520555562e-14
1.9734335839598995,2.4530870019532652e-14
1.98796992481203,2.7309721366938583e-14
2.0025062656641603,3.0359253136313497e-14
2.0170426065162905,3.3701380658778324e-14
2.031578947368421,3.735941113284578e-14
2.0461152882205513,4.135810497774967e-14
2.0606516290726815,4.572373839417469e-14
2.075187969924812,5.048416709440399e-14
2.0897243107769423,5.566889116214438e-14
2.1042606516290725,6.130912100062865e-14
2.118796992481203,6.743784432603536e-14
2.1333333333333333,7.408989416182059e-14
2.1478696741854635,8.130201778820932e-14
2.162406015037594,8.911294659985358e-14
2.1769423558897243,9.756346682353467e-14
2.1914786967418545,1.066964910467658e-13
2.206015037593985,1.1655713050722084e-13
2.2205513784461153,1.271927680921117e-13
2.2350877192982455,1.386531319959242e-13
2.249624060150376,1.5099036998430747e-13
2.2641604010025063,1.6425912421141225e-13
2.2786967418546364,1.785166065375681e-13
2.293233082706767,1.9382267429386506e-13
2.3077694235588972,2.1023990644000523e-13
2.3223057644110274,2.278336800616566e-13
2.336842105263158,2.466722471535082e-13
2.3513784461152882,2.668268116342732e-13
2.3659147869674184,2.8837160654004174e-13
2.380451127819549,3.113839713425737e-13
2.394987468671679,3.3594442933943636e-13
2.4095238095238094,3.621367650632666e-13
2.42406015037594,3.900481016578557e-13
2.43859649122807,4.1976897816928047e-13
2.4531328320802004,4.5139342670089106e-13
2.467669172932331,4.850190493815729e-13
2.482205513784461,5.207470950974092e-13
2.4967418546365914,5.586825359376475e-13
2.511278195488722,5.989341433066233e-13
2.525814536340852,6.416145636541787e-13
2.5403508771929824,6.868403937780367e-13
2.554887218045113,7.347322556524422e-13
2.569423558897243,7.854148707384759e-13
2.5839598997493733,8.390171337323573e-13
2.5984962406015035,8.956721857091726e-13
2.613032581453634,9.555174866204949e-13
2.6275689223057643,1.0186948871054952e-12
2.6421052631578945,1.0853506995762673e-12
2.656641604010025,1.155635768539227e-12
2.6711779448621553,1.2297055401156142e-12
2.6857142857142855,1.3077201307253733e-12
2.700250626566416,1.3898443948997592e-12
2.7147869674185463,1.4762479921893557e-12
2.7293233082706765,1.5671054531353873e-12
2.743859649122807,1.6625962442733188e-12
2.7583959899749373,1.7629048321391396e-12
2.7729323308270675,1.8682207462498744e-12
2.787468671679198,1.9787386410310435e-12
2.8020050125313283,2.0946583566651687e-12
2.8165413533834585,2.216184978836527e-12
